"ID","Action","Date","Time","Enumerator","Country","Water Body","Region","District","Date","Village","Landing site","Fishing Ground (Locality)","Number of Fishers","Craft Type","Gear Type","Type of Fish (Species)","Local Name","Code","TL(cm)","FL","Uzito Wa Samaki","Longitude","Latitude","Connected_form","Connected_form_data"
"2067546","","09-06-2025","02:06 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-26","Kunduchi Pwani","Kunduchi Pwani","
KABINDA","3","BT","LL","scomberomorus commerson","","COM","89.0","82.8","4","","","",""
"2067544","","09-06-2025","02:03 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-26","Kunduchi Pwani","Kunduchi Pwani","
KABINDA","5","BT","LL","Thunnus albacares","","YFT","106.5","93.6","16","","","",""
"2067544","","09-06-2025","02:03 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-26","Kunduchi Pwani","Kunduchi Pwani","
KABINDA","5","BT","LL","Thunnus albacares","","YFT","109.1","99","16","","","",""
"2067544","","09-06-2025","02:03 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-26","Kunduchi Pwani","Kunduchi Pwani","
KABINDA","5","BT","LL","Thunnus albacares","","YFT","108.2","95.3","13","","","",""
"2067544","","09-06-2025","02:03 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-26","Kunduchi Pwani","Kunduchi Pwani","
KABINDA","5","BT","LL","Thunnus albacares","","YFT","106.3","96.5","5","","","",""
"2067542","","09-06-2025","01:59 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-17","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Sphyraena barracuda","","GBA","101.1","94.5","3.5","","","",""
"2067542","","09-06-2025","01:59 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-17","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Sphyraena barracuda","","GBA","109.4","102.3","5","","","",""
"2067542","","09-06-2025","01:59 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-17","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Sphyraena barracuda","","GBA","","","","","","",""
"2067540","","09-06-2025","01:56 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-17","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","104.3","94.5","5","","","",""
"2067540","","09-06-2025","01:56 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-17","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","114.1","103.3","8","","","",""
"2067540","","09-06-2025","01:56 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-17","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","102.0","94.1","6","","","",""
"2067540","","09-06-2025","01:56 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-17","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","90.1","82.2","4","","","",""
"2067540","","09-06-2025","01:56 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-05-17","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","","","","","","",""
"2067534","","09-06-2025","01:48 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-11","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","LL","Thunnus albacares","","YFT","106.5","96.2","16","","","",""
"2067534","","09-06-2025","01:48 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-11","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","LL","Thunnus albacares","","YFT","117.5","106.0","19","","","",""
"2067532","","09-06-2025","01:44 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-06","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","105.1","96.5","6","","","",""
"2067532","","09-06-2025","01:44 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-06","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","","","","","","",""
"2067530","","09-06-2025","01:42 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-06","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","100.2","90.5","5","","","",""
"2067529","","09-06-2025","01:41 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","LL","istiophorus platypterus","","SFA","106.3","92.6","6.5","","","",""
"2067528","","09-06-2025","01:39 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","LL","scomberomorus commerson","","COM","96.5","90.5","6.2","","","",""
"2067528","","09-06-2025","01:39 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","LL","scomberomorus commerson","","COM","82.2","75.5","4","","","",""
"2067528","","09-06-2025","01:39 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","LL","scomberomorus commerson","","COM","92.5","84.5","5.0","","","",""
"2067526","","09-06-2025","01:36 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","","Thunnus albacares","","YFT","127.6","120.1","26","","","",""
"2067526","","09-06-2025","01:36 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","","Thunnus albacares","","YFT","130.1","126.4","33","","","",""
"2067526","","09-06-2025","01:36 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","","Thunnus albacares","","YFT","97.5","87","11.5","","","",""
"2067526","","09-06-2025","01:36 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","","Thunnus albacares","","YFT","127.5","121.1","28","","","",""
"2067526","","09-06-2025","01:36 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-02-03","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","3","BT","","Thunnus albacares","","YFT","110","97.5","17.5","","","",""
"2067524","","09-06-2025","01:34 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","","HL","scomberomorus commerson","","COM","96.1","88.5","5","39.2127592","-6.6648224","",""
"2067524","","09-06-2025","01:34 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","","HL","scomberomorus commerson","","COM","75.2","65.2","3","39.2127592","-6.6648224","",""
"2067524","","09-06-2025","01:34 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","","HL","scomberomorus commerson","","COM","76.7","69.3","2.5","39.2127592","-6.6648224","",""
"2067524","","09-06-2025","01:34 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","","HL","scomberomorus commerson","","COM","98.7","89.8","5.5","39.2127592","-6.6648224","",""
"2067524","","09-06-2025","01:34 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","","HL","scomberomorus commerson","","COM","88.4","82.2","4","39.2127592","-6.6648224","",""
"2067524","","09-06-2025","01:34 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","","HL","scomberomorus commerson","","COM","96.4","91.2","5","39.2127592","-6.6648224","",""
"2067524","","09-06-2025","01:34 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","","HL","scomberomorus commerson","","COM","91.8","83.8","4.5","39.2127592","-6.6648224","",""
"2067524","","09-06-2025","01:34 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","","HL","scomberomorus commerson","","COM","82.5","75.5","2.2","39.2127592","-6.6648224","",""
"2067523","","09-06-2025","01:33 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Sphyraena barracuda","","GBA","125.1","118.4","6.5","","","",""
"2067523","","09-06-2025","01:33 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Sphyraena barracuda","","GBA","138.6","130.5","9.5","","","",""
"2067523","","09-06-2025","01:33 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Sphyraena barracuda","","GBA","141.5","133.5","10","","","",""
"2067523","","09-06-2025","01:33 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Sphyraena barracuda","","GBA","100","92","4","","","",""
"2067523","","09-06-2025","01:33 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Sphyraena barracuda","","GBA","","","","","","",""
"2067514","","09-06-2025","01:30 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","107.5","98.6","7.5","","","",""
"2067514","","09-06-2025","01:30 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","113.2","104.1","8.5","","","",""
"2067514","","09-06-2025","01:30 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","scomberomorus commerson","","COM","","","","","","",""
"2067513","","09-06-2025","01:30 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","20","BT","GN","scomberomorus commerson","","COM","92.6","82.8","4","39.2127592","-6.6648224","",""
"2067513","","09-06-2025","01:30 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","20","BT","GN","scomberomorus commerson","","COM","113.2","100.2","7","39.2127592","-6.6648224","",""
"2067513","","09-06-2025","01:30 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","20","BT","GN","scomberomorus commerson","","COM","125.2","121.2","13","39.2127592","-6.6648224","",""
"2067513","","09-06-2025","01:30 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","20","BT","GN","scomberomorus commerson","","COM","105.3","96.7","6","39.2127592","-6.6648224","",""
"2067513","","09-06-2025","01:30 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","20","BT","GN","scomberomorus commerson","","COM","105.5","96.2","5.5","39.2127592","-6.6648224","",""
"2067513","","09-06-2025","01:30 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","20","BT","GN","scomberomorus commerson","","COM","98.4","86.7","5","39.2127592","-6.6648224","",""
"2067513","","09-06-2025","01:30 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","20","BT","GN","scomberomorus commerson","","COM","88.5","78.6","3.5","39.2127592","-6.6648224","",""
"2067513","","09-06-2025","01:30 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","20","BT","GN","scomberomorus commerson","","COM","101.5","92.2","5","39.2127592","-6.6648224","",""
"2067513","","09-06-2025","01:30 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","20","BT","GN","scomberomorus commerson","","COM","68.8","63.3","1.5","39.2127592","-6.6648224","",""
"2067513","","09-06-2025","01:30 PM","Holo Mulela","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-09-28","Kunduchi Pwani","Kunduchi Pwani","MAMELINI","20","BT","GN","scomberomorus commerson","","COM","84.4","74.8","4","39.2127592","-6.6648224","",""
"2067512","","09-06-2025","01:28 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Thunnus albacares","","YFT","103.0","93.0","14.5","","","",""
"2067512","","09-06-2025","01:28 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Thunnus albacares","","YFT","108.1","98.2","15.5","","","",""
"2067512","","09-06-2025","01:28 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-04","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","3","BT","LL","Thunnus albacares","","YFT","","","","","","",""
"2067510","","09-06-2025","01:24 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","","LL","Sphyraena barracuda","","GBA","113.5","108.1","5.5","","","",""
"2067510","","09-06-2025","01:24 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","","LL","Sphyraena barracuda","","GBA","112.1","105.2","5","","","",""
"2067510","","09-06-2025","01:24 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","","LL","Sphyraena barracuda","","GBA","108.3","102.2","5","","","",""
"2067510","","09-06-2025","01:24 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","","LL","Sphyraena barracuda","","GBA","132.5","124.5","9","","","",""
"2067508","","09-06-2025","01:21 PM","Julieth Mosille","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2024-11-20","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","6","","LL","Rachycentron canadum","","CBA","145.5","140.4","23","","","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","87.2","79.5","3.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","87.4","78.1","3.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","98.4","90.3","4","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","122.6","111.1","9","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","97.6","88.5","5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","130.5","125.5","13","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","86.8","79","4","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","87.8","79.7","3.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","81","72.4","3","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","96.5","89.5","5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","72","67.5","4.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","110","101.3","7","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","79.5","73","2.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","84.3","76.2","3","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","106","99","7.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","90","82","3.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","78","71.5","3","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","82.7","74.5","3.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","77.8","71","3","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","77.8","69.4","2.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","77.8","69.4","2.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","77","68.7","2.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","102.8","92.6","5.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","89","80","3.5","39.212745","-6.664535","",""
"2067506","","09-06-2025","01:19 PM","Pendo Kabwebwe","Tanzania","Indian Ocean","Dar es Salaam","Kinondoni","2025-03-27","Kunduchi Pwani","Kunduchi Pwani","PUNGUME","10","BT","LL","scomberomorus commerson","","COM","105","94.6","14","39.212745","-6.664535","",""
